target,family,model,lag_months,formula,n_obs,n_train,n_test,train_r2,full_r2,test_rmse,test_mae,test_r2,high_leverage_month_count,high_leverage_months,max_cooks_distance,coef_intercept,hac_se_intercept,t_intercept,p_intercept,coef_Energy_consumption_growth_lag,hac_se_Energy_consumption_growth_lag,t_Energy_consumption_growth_lag,p_Energy_consumption_growth_lag,coef_Oil_price_YoY_lag,hac_se_Oil_price_YoY_lag,t_Oil_price_YoY_lag,p_Oil_price_YoY_lag,coef_GM2_YoY_lag,hac_se_GM2_YoY_lag,t_GM2_YoY_lag,p_GM2_YoY_lag,frequency,window_periods,rolling_rmse,rolling_mae,rolling_r2,directional_accuracy,sign_accuracy,n_rolling_predictions,coef_Real_activity_growth_lag,hac_se_Real_activity_growth_lag,t_Real_activity_growth_lag,p_Real_activity_growth_lag,coef_Oil_price_YoY,hac_se_Oil_price_YoY,t_Oil_price_YoY,p_Oil_price_YoY,coef_Oil_price_burden,hac_se_Oil_price_burden,t_Oil_price_burden,p_Oil_price_burden,coef_GM2_YoY_lag5_proxy,hac_se_GM2_YoY_lag5_proxy,t_GM2_YoY_lag5_proxy,p_GM2_YoY_lag5_proxy,coef_financial_crisis_2008_2009,hac_se_financial_crisis_2008_2009,t_financial_crisis_2008_2009,p_financial_crisis_2008_2009,coef_shale_regime_2014_2017,hac_se_shale_regime_2014_2017,t_shale_regime_2014_2017,p_shale_regime_2014_2017,coef_covid_2020_2021,hac_se_covid_2020_2021,t_covid_2020_2021,p_covid_2020_2021,coef_war_spr_2022_2023,hac_se_war_spr_2022_2023,t_war_spr_2022_2023,p_war_spr_2022_2023,coef_Energy_consumption_growth,hac_se_Energy_consumption_growth,t_Energy_consumption_growth,p_Energy_consumption_growth,coef_WTI_YoY,hac_se_WTI_YoY,t_WTI_YoY,p_WTI_YoY,coef_GM2_YoY,hac_se_GM2_YoY,t_GM2_YoY,p_GM2_YoY,regime
Industrial_production_YoY,energy_gdp,real_activity_model,10,Industrial_production_YoY_t = alpha + Energy_consumption_growth_lag + Oil_price_YoY_lag + GM2_YoY_lag,261,209,52,0.026088290740069908,0.029828835769753148,1.2314421932107604,0.8769150686495719,0.07762933546391093,19,2008-09;2008-10;2008-11;2008-12;2009-01;2009-02;2009-03;2009-04;2009-05;2009-06;2009-07;2010-05;2020-04;2020-05;2021-02;2021-04;2021-05;2021-06;2022-02,0.12276018423071934,-0.23599844551663793,0.9035536845245205,-0.261189179523769,0.7941558047285173,0.18536164931915736,0.15067462295113876,1.2302114695137947,0.2197427964471128,-0.007241326664056247,0.021321751531054464,-0.33962156690126893,0.7344189123866407,0.11376254393711527,0.13047518269449276,0.8719094435260528,0.3840715933612453,monthly,60,4.319591647793357,2.974880890956785,-0.3090862032594113,0.56,0.7164179104477612,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial_production_YoY,energy_gdp,real_activity_model,11,Industrial_production_YoY_t = alpha + Energy_consumption_growth_lag + Oil_price_YoY_lag + GM2_YoY_lag,261,209,52,0.021689987912194675,0.015551466138452485,1.794672231987549,1.1981910321417188,-0.9590598715578267,19,2008-09;2008-10;2008-11;2008-12;2009-01;2009-02;2009-03;2009-04;2009-05;2009-06;2009-07;2009-08;2020-04;2020-05;2021-02;2021-04;2021-05;2021-06;2022-03,0.2147708554237755,-0.04622603211127236,0.9229081098667984,-0.050087361479512926,0.9600916762132834,0.08879635439330574,0.1579271333481727,0.5622615475299081,0.574427905000189,-0.009699241103027514,0.022096791631523536,-0.4389434115489629,0.6610713387113993,0.09258473970221337,0.12969411963949828,0.7138699885512522,0.4759553822209788,monthly,60,4.370182738688719,2.9753118062123196,-0.33992982762758617,0.46,0.7014925373134329,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial_production_YoY,energy_gdp,real_activity_model,12,Industrial_production_YoY_t = alpha + Energy_consumption_growth_lag + Oil_price_YoY_lag + GM2_YoY_lag,261,209,52,0.041869389293340054,0.0215621490947282,2.344990731049528,1.557208182106378,-2.344719353926112,19,2008-09;2008-10;2008-11;2008-12;2009-01;2009-02;2009-03;2009-04;2009-05;2009-06;2009-07;2009-08;2009-09;2020-04;2020-05;2021-04;2021-05;2021-06;2022-04,0.18701520295029173,0.19725837010622643,0.9356644221173537,0.21082170641889142,0.8331934619384778,-0.007492999931518966,0.16080692571679794,-0.04659625136242652,0.9628712070313625,-0.0126972207628341,0.02223026500659051,-0.5711682141022525,0.568384747572229,0.0646443278411064,0.12929938274728975,0.499958518498507,0.6175320818525645,monthly,60,4.21841935106123,2.8715359954636797,-0.2484822186438298,0.41,0.6915422885572139,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial_production_YoY,energy_gdp,real_activity_model,13,Industrial_production_YoY_t = alpha + Energy_consumption_growth_lag + Oil_price_YoY_lag + GM2_YoY_lag,261,209,52,0.05937083205373983,0.03364158635935022,2.496805001060827,1.7016213753023832,-2.791810923932025,21,2008-09;2008-10;2008-11;2008-12;2009-01;2009-02;2009-03;2009-04;2009-05;2009-06;2009-07;2009-08;2009-09;2009-10;2020-04;2020-05;2021-02;2021-04;2021-05;2021-06;2022-05,0.1548419835355118,0.35480791674393286,0.9449256261747144,0.37548766475969164,0.707607540075692,-0.043799375109585634,0.143482361365621,-0.3052596478948119,0.7604154916654833,-0.01574844362038762,0.021702657335044777,-0.7256458680273002,0.4687161542629661,0.04824141432888004,0.1314795864041957,0.36691181991230076,0.7139867138768805,monthly,60,4.084729503093756,2.7743205478119477,-0.17060254670647046,0.505,0.6915422885572139,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial_production_YoY,energy_gdp,real_activity_model,14,Industrial_production_YoY_t = alpha + Energy_consumption_growth_lag + Oil_price_YoY_lag + GM2_YoY_lag,261,209,52,0.06129146514231687,0.03745686813186189,2.4184918720955766,1.6909819258364978,-2.557678397168337,20,2008-09;2008-10;2008-11;2008-12;2009-01;2009-02;2009-03;2009-04;2009-05;2009-06;2009-07;2009-08;2009-10;2009-11;2020-04;2020-05;2021-04;2021-05;2021-06;2022-06,0.11614486250148257,0.4094486136473525,0.948168712526978,0.4318309687272059,0.6662263288870065,-0.06126808527972955,0.12357802633807184,-0.49578462365241804,0.6204700687570388,-0.016004557320030702,0.02098067069860472,-0.7628239130169969,0.4462680171404392,0.04153886036944597,0.1355993156154328,0.30633532463580043,0.7595973695030735,monthly,60,3.993029250999624,2.8030111258560173,-0.1186335576737898,0.49,0.6965174129353234,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial_production_YoY,energy_gdp,real_activity_model,15,Industrial_production_YoY_t = alpha + Energy_consumption_growth_lag + Oil_price_YoY_lag + GM2_YoY_lag,261,209,52,0.05654512986589699,0.0372341666454834,2.2559084416698427,1.6165814258586957,-2.0954255365107337,21,2008-09;2008-10;2008-11;2008-12;2009-01;2009-02;2009-03;2009-04;2009-05;2009-06;2009-07;2009-08;2009-09;2009-10;2009-11;2020-04;2020-05;2021-04;2021-05;2021-06;2022-07,0.09410969247850452,0.3848945641693384,0.9332731381001639,0.4124136316114881,0.6803800845238976,-0.10661162765015439,0.11045275607413617,-0.9652237883371275,0.33534010679295023,-0.012037587512569572,0.019496322543345282,-0.6174286194643608,0.5374987146169976,0.039159753991625926,0.13735015099346948,0.2851089256792141,0.775790318399824,monthly,60,3.9612041872114467,2.8026611582737706,-0.10087325039612871,0.455,0.6865671641791045,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial_production_YoY,energy_gdp,real_activity_model,16,Industrial_production_YoY_t = alpha + Energy_consumption_growth_lag + Oil_price_YoY_lag + GM2_YoY_lag,261,209,52,0.049977237464343904,0.03547814408272876,2.0772555789763687,1.4512734756610128,-1.6245647427696706,22,2008-09;2008-10;2008-11;2008-12;2009-01;2009-02;2009-03;2009-04;2009-05;2009-06;2009-07;2009-08;2009-09;2009-10;2020-04;2020-05;2020-06;2021-04;2021-05;2021-06;2022-08;2022-09,0.0914054043437459,0.31427352807253695,0.9078377075015187,0.3461780949124227,0.7294921103960235,-0.1351207447403624,0.09730505588961816,-1.3886302567221374,0.16614750725513971,-0.008014874253613968,0.01779887884238671,-0.45030219737926075,0.6528721770329602,0.042339685006627104,0.13782973881377938,0.30718831342945446,0.7589488082655336,monthly,60,3.931375749195209,2.8088253164428965,-0.08435620504482788,0.54,0.681592039800995,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial_production_YoY,energy_gdp,real_activity_model,17,Industrial_production_YoY_t = alpha + Energy_consumption_growth_lag + Oil_price_YoY_lag + GM2_YoY_lag,261,209,52,0.05971430613319639,0.04376738430776361,2.1350659479211913,1.4456010104497647,-1.7726816642352872,20,2008-09;2008-10;2008-11;2008-12;2009-01;2009-02;2009-03;2009-04;2009-05;2009-06;2009-07;2009-08;2009-10;2009-11;2020-04;2020-05;2021-04;2021-05;2021-06;2022-09,0.12547666093154144,0.29722802275621923,0.8651626516861631,0.3435516109912225,0.7314644061343913,-0.1848517522913646,0.09437636946196107,-1.9586656421009092,0.05123339659169135,-0.004804333477716055,0.016176140500693905,-0.2970012208728012,0.766705480355302,0.039156677154505146,0.13679198264299208,0.2862497962084415,0.7749174157091556,monthly,60,3.98868225571068,2.8079302990571473,-0.1161992915449146,0.515,0.681592039800995,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial_production_YoY,energy_gdp,real_activity_model,18,Industrial_production_YoY_t = alpha + Energy_consumption_growth_lag + Oil_price_YoY_lag + GM2_YoY_lag,261,209,52,0.06856327471560286,0.053696318473365534,2.096853101361632,1.4818133790867103,-1.674320385878664,20,2008-09;2008-10;2008-11;2008-12;2009-01;2009-02;2009-03;2009-04;2009-05;2009-06;2009-07;2009-08;2009-10;2009-11;2020-04;2020-05;2021-04;2021-05;2021-06;2022-10,0.08610845542621123,0.32109780135597316,0.8032328523501434,0.3997568082735751,0.6896676818166374,-0.21931459234509476,0.09326151583759795,-2.351608703497816,0.01944784470895833,-0.0037870559247454305,0.013728679475973535,-0.2758499775140887,0.7828849733011305,0.03387950780900145,0.13427470993176957,0.25231488361596166,0.8009993574418992,monthly,60,4.051310001175163,2.7834276953352477,-0.15152617036058902,0.525,0.6716417910447762,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial_production_YoY,energy_gdp,real_activity_model,19,Industrial_production_YoY_t = alpha + Energy_consumption_growth_lag + Oil_price_YoY_lag + GM2_YoY_lag,261,209,52,0.07455090323057534,0.06443372526732427,1.8864949156720678,1.3666364713652281,-1.164655057585597,18,2008-09;2008-10;2008-11;2008-12;2009-01;2009-02;2009-03;2009-05;2009-06;2009-07;2009-08;2020-04;2020-05;2020-06;2021-04;2021-05;2021-06;2022-11,0.08424227216907672,0.3056380427860484,0.7452097684111201,0.4101369248523227,0.6820471933301993,-0.25317295630009323,0.09547388074933967,-2.651750974329639,0.008505361448644111,-0.001954324575061478,0.0116749581840552,-0.16739456743669975,0.8671912397969113,0.034466058910388425,0.1314878202660307,0.26212358559641113,0.7934361393794758,monthly,60,4.12892745412891,2.9059587820872865,-0.19607211344617914,0.515,0.6567164179104478,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial_production_YoY,energy_gdp,real_activity_model,20,Industrial_production_YoY_t = alpha + Energy_consumption_growth_lag + Oil_price_YoY_lag + GM2_YoY_lag,261,209,52,0.06813243193964613,0.06095547956126934,1.7223207761734711,1.2728127627771004,-0.8042865149238732,19,2008-08;2008-09;2008-10;2008-11;2008-12;2009-01;2009-02;2009-03;2009-04;2009-05;2009-06;2009-07;2014-11;2020-04;2020-05;2021-04;2021-05;2021-06;2022-12,0.08707278800437178,0.2448346472465443,0.7144843614326524,0.3426732066683905,0.7321244222678243,-0.2538583511068917,0.10099725759032813,-2.5135172693164503,0.01256563600613081,0.0002162871278637013,0.010417950768968289,0.020761004986503757,0.9834524138356904,0.039922828960612416,0.13025953783271438,0.30648680031310455,0.759482184100321,monthly,60,4.178851699182958,2.9081903363248407,-0.22517119687091047,0.45,0.6716417910447762,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial_production_YoY,energy_gdp,real_activity_model,21,Industrial_production_YoY_t = alpha + Energy_consumption_growth_lag + Oil_price_YoY_lag + GM2_YoY_lag,261,209,52,0.06805620543776092,0.06151754880648408,1.7084640314650197,1.2435033437680059,-0.7753709210517099,18,2008-09;2008-10;2008-11;2008-12;2009-01;2009-02;2009-03;2009-05;2009-06;2009-07;2009-08;2014-12;2020-04;2020-05;2021-04;2021-05;2021-06;2023-01,0.08103126023074551,0.18445866279705606,0.6984931762914075,0.26408083723369247,0.7919292679226648,-0.2675583675254011,0.10135028287306047,-2.639937057309583,0.008799321492246381,0.0036686530512475,0.010275148167181126,0.35704137707378236,0.7213538230561447,0.043391194554760606,0.12866756546331556,0.3372349076359254,0.7362150766210402,monthly,60,4.239229301647026,2.882595935094348,-0.26083041562800524,0.52,0.6467661691542289,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial_production_YoY,energy_gdp,real_activity_model,22,Industrial_production_YoY_t = alpha + Energy_consumption_growth_lag + Oil_price_YoY_lag + GM2_YoY_lag,261,209,52,0.07676237364064409,0.07045934798565812,1.7113135821409053,1.3136074137141307,-0.7812981495808269,17,2008-09;2008-10;2008-11;2008-12;2009-01;2009-02;2009-03;2009-05;2009-06;2009-08;2015-01;2020-04;2020-05;2021-04;2021-05;2021-06;2023-02,0.085451302210547,0.1328975115219769,0.6962575863893815,0.19087405885392258,0.8487749619757334,-0.3006068801621757,0.10396689885646943,-2.8913710370180015,0.004163754614341819,0.008179926980488417,0.010343488984117868,0.7908286065802806,0.4297731917499692,0.04382867378117111,0.1276680495749064,0.3433018200489983,0.7316520739362187,monthly,60,4.304532558323222,2.8837148769960366,-0.2999745627561967,0.49,0.681592039800995,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial_production_YoY,energy_gdp,real_activity_model,23,Industrial_production_YoY_t = alpha + Energy_consumption_growth_lag + Oil_price_YoY_lag + GM2_YoY_lag,261,209,52,0.08921818364888567,0.08058798925784583,1.7841568680766888,1.463592316445194,-0.9361700351150599,16,2008-09;2008-10;2008-11;2008-12;2009-01;2009-02;2009-03;2009-04;2009-05;2009-06;2010-05;2020-04;2020-05;2021-04;2021-05;2021-06,0.08270426687889444,0.04536874307088704,0.7081981811286473,0.0640622134874498,0.948970488615501,-0.33076161190439296,0.1064818858632917,-3.1062711673706267,0.0021070695665408312,0.012675215566088138,0.010468042024868177,1.2108487466879228,0.22706570114932045,0.04811848344153202,0.12754146438355493,0.3772771754982011,0.7062789873921829,monthly,60,4.345180521999027,2.848498861558417,-0.32464196159050696,0.5,0.7213930348258707,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
