sample,metric,equity_metric,oil_metric,lag_periods,lag_convention,correlation,p_value,n_obs
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,-9,positive = stock market leads oil; negative = oil leads stock market,0.05640316493123163,0.6554029182014812,65
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,-8,positive = stock market leads oil; negative = oil leads stock market,-0.07980141821741146,0.5274489880287798,65
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,-7,positive = stock market leads oil; negative = oil leads stock market,-0.11212888499486995,0.3738525561844638,65
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,-6,positive = stock market leads oil; negative = oil leads stock market,0.014006467042654559,0.9118240682437465,65
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,-5,positive = stock market leads oil; negative = oil leads stock market,0.04896385747106664,0.6985103645385689,65
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,-4,positive = stock market leads oil; negative = oil leads stock market,-0.28302297415340427,0.02234476253358191,65
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,-3,positive = stock market leads oil; negative = oil leads stock market,-0.13078084822358904,0.2990846505866845,65
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,-2,positive = stock market leads oil; negative = oil leads stock market,-0.028825298247932195,0.8196967263909058,65
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,-1,positive = stock market leads oil; negative = oil leads stock market,0.08109160323862838,0.5207726848910318,65
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,0,positive = stock market leads oil; negative = oil leads stock market,0.3686794907028358,0.0025115892912645,65
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,1,positive = stock market leads oil; negative = oil leads stock market,0.36332255338814234,0.0031690110144367446,64
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,2,positive = stock market leads oil; negative = oil leads stock market,-0.12540009663576215,0.32744488909955105,63
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,3,positive = stock market leads oil; negative = oil leads stock market,-0.17231818274656058,0.18048455080812242,62
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,4,positive = stock market leads oil; negative = oil leads stock market,-0.07048781465426131,0.589327790893569,61
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,5,positive = stock market leads oil; negative = oil leads stock market,0.012992496000290898,0.9215142263174386,60
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,6,positive = stock market leads oil; negative = oil leads stock market,0.16240944330701274,0.21908007213394212,59
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,7,positive = stock market leads oil; negative = oil leads stock market,0.179446788270095,0.17770783570464788,58
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,8,positive = stock market leads oil; negative = oil leads stock market,0.09563458731521234,0.4791604013981337,57
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,9,positive = stock market leads oil; negative = oil leads stock market,-0.056698833724041144,0.6780982135981616,56
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,10,positive = stock market leads oil; negative = oil leads stock market,-0.036106110538260086,0.7935488721484908,55
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,11,positive = stock market leads oil; negative = oil leads stock market,-0.0052259373531463454,0.9700829149954607,54
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,12,positive = stock market leads oil; negative = oil leads stock market,-0.0022672842119365495,0.9871446435479754,53
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,13,positive = stock market leads oil; negative = oil leads stock market,0.010965110891001,0.9385036733146136,52
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,14,positive = stock market leads oil; negative = oil leads stock market,-0.00660846495338787,0.9632908349778305,51
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,15,positive = stock market leads oil; negative = oil leads stock market,-0.054943754776860504,0.7047094367641682,50
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,16,positive = stock market leads oil; negative = oil leads stock market,-0.07245912348483934,0.6207616262421688,49
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,17,positive = stock market leads oil; negative = oil leads stock market,0.1628463728485937,0.2687720448751819,48
shock_periods,monthly_log_return,SP500_log_return_1m,Brent_log_return_1m,18,positive = stock market leads oil; negative = oil leads stock market,0.086268271275246,0.5642256412275451,47
shock_periods,quarterly_return,SP500_quarterly_return,WTI_quarterly_return,-6,positive = stock market leads oil; negative = oil leads stock market,0.013375855047156597,0.9528895642455842,22
shock_periods,quarterly_return,SP500_quarterly_return,WTI_quarterly_return,-5,positive = stock market leads oil; negative = oil leads stock market,-0.15025288155533303,0.504506575199171,22
shock_periods,quarterly_return,SP500_quarterly_return,WTI_quarterly_return,-4,positive = stock market leads oil; negative = oil leads stock market,-0.03442407524496964,0.8791216219576683,22
shock_periods,quarterly_return,SP500_quarterly_return,WTI_quarterly_return,-3,positive = stock market leads oil; negative = oil leads stock market,0.0840915677341885,0.7098473061424263,22
shock_periods,quarterly_return,SP500_quarterly_return,WTI_quarterly_return,-2,positive = stock market leads oil; negative = oil leads stock market,0.16212677985976703,0.47100549409550385,22
shock_periods,quarterly_return,SP500_quarterly_return,WTI_quarterly_return,-1,positive = stock market leads oil; negative = oil leads stock market,-0.12752956935842322,0.5716873660584222,22
shock_periods,quarterly_return,SP500_quarterly_return,WTI_quarterly_return,0,positive = stock market leads oil; negative = oil leads stock market,0.4287680592385514,0.046472355055336124,22
shock_periods,quarterly_return,SP500_quarterly_return,WTI_quarterly_return,1,positive = stock market leads oil; negative = oil leads stock market,-0.5041888304605154,0.019774189337543574,21
shock_periods,quarterly_return,SP500_quarterly_return,WTI_quarterly_return,2,positive = stock market leads oil; negative = oil leads stock market,0.22143244191494083,0.3481250674772762,20
shock_periods,quarterly_return,SP500_quarterly_return,WTI_quarterly_return,3,positive = stock market leads oil; negative = oil leads stock market,0.024597906134660848,0.9203798497826856,19
shock_periods,quarterly_return,SP500_quarterly_return,WTI_quarterly_return,4,positive = stock market leads oil; negative = oil leads stock market,-0.009769351278911173,0.9693106552428852,18
shock_periods,quarterly_return,SP500_quarterly_return,WTI_quarterly_return,5,positive = stock market leads oil; negative = oil leads stock market,-0.013761387129242773,0.9581941731545427,17
shock_periods,quarterly_return,SP500_quarterly_return,WTI_quarterly_return,6,positive = stock market leads oil; negative = oil leads stock market,0.16953396698819906,0.5302023617270292,16
shock_periods,quarterly_return,SP500_quarterly_return,Brent_quarterly_return,-6,positive = stock market leads oil; negative = oil leads stock market,-0.021096694557865475,0.9257556505971526,22
shock_periods,quarterly_return,SP500_quarterly_return,Brent_quarterly_return,-5,positive = stock market leads oil; negative = oil leads stock market,-0.16603635282067242,0.4602289146551327,22
shock_periods,quarterly_return,SP500_quarterly_return,Brent_quarterly_return,-4,positive = stock market leads oil; negative = oil leads stock market,-0.013972379871046332,0.9507909813660218,22
shock_periods,quarterly_return,SP500_quarterly_return,Brent_quarterly_return,-3,positive = stock market leads oil; negative = oil leads stock market,0.11300363058519436,0.6165796501006378,22
shock_periods,quarterly_return,SP500_quarterly_return,Brent_quarterly_return,-2,positive = stock market leads oil; negative = oil leads stock market,0.10050262692235865,0.6563108685366329,22
shock_periods,quarterly_return,SP500_quarterly_return,Brent_quarterly_return,-1,positive = stock market leads oil; negative = oil leads stock market,-0.1570974665452324,0.4850551322713658,22
shock_periods,quarterly_return,SP500_quarterly_return,Brent_quarterly_return,0,positive = stock market leads oil; negative = oil leads stock market,0.41605223771698696,0.05411654074762019,22
shock_periods,quarterly_return,SP500_quarterly_return,Brent_quarterly_return,1,positive = stock market leads oil; negative = oil leads stock market,-0.46799309096589586,0.032395295168544766,21
shock_periods,quarterly_return,SP500_quarterly_return,Brent_quarterly_return,2,positive = stock market leads oil; negative = oil leads stock market,0.26290999605639853,0.2627534834304222,20
shock_periods,quarterly_return,SP500_quarterly_return,Brent_quarterly_return,3,positive = stock market leads oil; negative = oil leads stock market,-0.0013434872028388733,0.9956447500847552,19
shock_periods,quarterly_return,SP500_quarterly_return,Brent_quarterly_return,4,positive = stock market leads oil; negative = oil leads stock market,-0.017614085249387585,0.9446950052343576,18
shock_periods,quarterly_return,SP500_quarterly_return,Brent_quarterly_return,5,positive = stock market leads oil; negative = oil leads stock market,0.0019023661850709212,0.9942184605230399,17
shock_periods,quarterly_return,SP500_quarterly_return,Brent_quarterly_return,6,positive = stock market leads oil; negative = oil leads stock market,0.1744015333468354,0.5182805832505003,16
