target,family,model,lag_months,formula,n_obs,n_train,n_test,train_r2,full_r2,test_rmse,test_mae,test_r2,high_leverage_month_count,high_leverage_months,max_cooks_distance,coef_intercept,hac_se_intercept,t_intercept,p_intercept,coef_GM2_YoY_lag,hac_se_GM2_YoY_lag,t_GM2_YoY_lag,p_GM2_YoY_lag,coef_CI_zscore,hac_se_CI_zscore,t_CI_zscore,p_CI_zscore,coef_CI_monthly_change,hac_se_CI_monthly_change,t_CI_monthly_change,p_CI_monthly_change,coef_GM2_x_CI_zscore,hac_se_GM2_x_CI_zscore,t_GM2_x_CI_zscore,p_GM2_x_CI_zscore,coef_GM2_x_CI_monthly_change,hac_se_GM2_x_CI_monthly_change,t_GM2_x_CI_monthly_change,p_GM2_x_CI_monthly_change
WTI_YoY,interaction,interaction_change,2,WTI_YoY_t = alpha + GM2_YoY_lag + CI_monthly_change + GM2_x_CI_monthly_change,265,212,53,0.28240201951683674,0.24922190463658578,31.118188197513863,25.234251783878808,-0.1796057359867116,16,2008-06;2008-10;2009-02;2017-02;2020-04;2020-08;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-05;2021-10;2022-12;2023-01,0.4094317848772616,-17.543880316017372,6.5923096953024105,-2.6612645835675623,0.008267479566289815,3.804397107049268,0.9384951188623923,4.053720717973271,6.657644832186449e-05,,,,,-0.00018071214563858407,0.00031075339347567217,-0.5815291141872322,0.5613857948476169,,,,,-1.5156237947788753e-05,4.30022852256351e-05,-0.352451918968102,0.7247838082754807
WTI_YoY,interaction,interaction_selected_p10,2,WTI_YoY_t = alpha + GM2_YoY_lag + CI_zscore + CI_monthly_change,265,212,53,0.324489860579122,0.30466242771649854,27.569126200926465,24.064396334515383,0.07412091765863194,10,2009-02;2015-08;2017-02;2020-04;2020-11;2020-12;2021-01;2021-03;2021-04;2021-05,1.2696717115980936,-9.877985106794277,6.817428959571028,-1.4489311389048678,0.14855718045273614,3.3369356454896564,0.9304310401280163,3.5864405867527096,0.00040010127571799003,-3.3442313267911645,1.1799494626416085,-2.8342157292942667,0.004952938936050755,-0.00022209094251479655,0.00022861315864173632,-0.9714705130461854,0.3322134625648583,,,,,,,,
WTI_YoY,interaction,interaction_full,3,WTI_YoY_t = alpha + GM2_YoY_lag + CI_zscore + CI_monthly_change + GM2_x_CI_zscore + GM2_x_CI_monthly_change,264,212,52,0.4183910661957275,0.39608579480188544,26.70938549578204,23.85729990155609,0.09158606904054745,13,2008-09;2008-10;2008-11;2009-03;2015-08;2017-02;2020-04;2021-01;2021-03;2021-04;2021-05;2021-10;2023-01,0.28596395561817733,-11.076784832705862,6.2283793419036755,-1.7784377322978362,0.07650955319647146,3.990074304523986,0.8753853322916101,4.558077634312936,7.976578943358348e-06,-2.0334365471549734,0.5125291794115097,-3.9674551788247108,9.418826923557333e-05,-0.00012664518359839505,0.0002679659030617651,-0.4726167850138897,0.6368861519280191,-1.0347929421249429,0.3436066636235965,-3.0115624976892343,0.002857131409566227,-8.42032821690708e-07,3.802531492396951e-05,-0.02214400652234775,0.9823501993038755
WTI_YoY,interaction,interaction_zscore,3,WTI_YoY_t = alpha + GM2_YoY_lag + CI_zscore + GM2_x_CI_zscore,264,212,52,0.41461598143676515,0.3946205747717365,26.19455052739226,23.27980251497818,0.126268698401368,14,2005-08;2008-09;2008-10;2008-11;2008-12;2009-03;2009-04;2015-07;2015-08;2017-02;2020-11;2021-03;2021-04;2021-05,0.32205056449716013,-11.285628458054141,6.2410182478013905,-1.8082992245744332,0.07171527875451988,4.028795229204718,0.8499333579506841,4.740130730859585,3.520982257532168e-06,-2.051939865536688,0.5121506925985507,-4.006515846196661,8.050626623035129e-05,,,,,-1.0566262155279627,0.32541852653945635,-3.246976214797189,0.0013195902887574995,,,,
WTI_YoY,interaction,interaction_change,3,WTI_YoY_t = alpha + GM2_YoY_lag + CI_monthly_change + GM2_x_CI_monthly_change,264,212,52,0.3083193383577898,0.2860280131387023,29.045756289887905,23.16488988515392,-0.07428959954530345,17,2008-10;2008-11;2008-12;2009-01;2009-03;2009-04;2017-02;2020-04;2020-08;2020-12;2021-01;2021-02;2021-03;2021-04;2021-05;2021-10;2023-01,0.38040604726057947,-19.641589221195783,6.118516239745386,-3.2101882959148837,0.0014932169838164366,4.082543982093924,0.9143423952391938,4.465005673313357,1.1943923264867706e-05,,,,,-0.00014783164245524283,0.00029535826928201825,-0.5005163485505397,0.6171349526391179,,,,,-2.3968585195710546e-05,4.153396538160026e-05,-0.577083959489424,0.5643820717514147
WTI_YoY,interaction,interaction_selected_p10,3,WTI_YoY_t = alpha + GM2_YoY_lag + CI_zscore + CI_monthly_change,264,212,52,0.3435357400288289,0.33238035483063655,25.771294714465373,22.490126437822166,0.1542763644912436,14,2008-10;2008-11;2008-12;2009-01;2009-03;2009-04;2015-08;2017-02;2020-04;2020-12;2021-01;2021-03;2021-04;2021-05,1.1038039323295872,-12.232904891372165,6.490876725660756,-1.8846305989776573,0.06059512325079153,3.6181679486394698,0.9258907468680323,3.9077698539255077,0.00011886147906881028,-3.108138854816168,1.1153355833208747,-2.786729753175979,0.005716778997069127,-0.00024835432932235335,0.00022854540256985603,-1.0866739235607359,0.2781873519422797,,,,,,,,
WTI_YoY,interaction,interaction_full,4,WTI_YoY_t = alpha + GM2_YoY_lag + CI_zscore + CI_monthly_change + GM2_x_CI_zscore + GM2_x_CI_monthly_change,263,211,52,0.4095427913758227,0.3988417732334246,25.278373541006538,21.692049338107704,0.18631886434421407,15,2008-09;2008-10;2008-11;2008-12;2009-01;2009-02;2009-04;2015-07;2017-02;2020-04;2021-01;2021-03;2021-04;2021-05;2021-10,0.28440800554687434,-10.681698178996122,6.272274589005203,-1.7030023203576397,0.08977660428858392,3.914187169130341,0.9348058756942914,4.18716577516506,3.883631710288604e-05,-2.402245880231119,0.5124296800596351,-4.6879522668389395,4.481807571288243e-06,-9.105489176031156e-05,0.0002715962220619571,-0.33525831496853414,0.7377037298721074,-0.9639533823564254,0.3241858637914212,-2.973459024655763,0.0032244084126424877,-8.978351023092301e-06,4.1509962666613266e-05,-0.2162938833552276,0.8289302577140112
WTI_YoY,interaction,interaction_zscore,4,WTI_YoY_t = alpha + GM2_YoY_lag + CI_zscore + GM2_x_CI_zscore,263,211,52,0.405805797544172,0.3967050063480628,24.99515469733645,21.132000952597306,0.2044496867469281,15,2005-08;2008-09;2008-10;2008-11;2008-12;2009-01;2009-02;2009-04;2009-05;2015-07;2017-01;2017-02;2021-03;2021-04;2021-05,0.32282800964201436,-10.768452822712616,6.339865261946808,-1.6985302333390448,0.09060862696496619,3.9519520443570935,0.9108646298814266,4.338682077128789,2.0560174855743796e-05,-2.4302840054322603,0.5086221924752425,-4.77817138415673,2.9663100187260483e-06,,,,,-1.001557540409271,0.31084240110795974,-3.2220750349352003,0.001435574652328242,,,,
WTI_YoY,interaction,interaction_change,4,WTI_YoY_t = alpha + GM2_YoY_lag + CI_monthly_change + GM2_x_CI_monthly_change,263,211,52,0.30892308281625824,0.29657906541621837,27.4108662895282,22.23174620077346,0.043243292945801426,15,2008-10;2008-11;2008-12;2009-01;2009-02;2009-04;2017-02;2020-04;2020-12;2021-01;2021-03;2021-04;2021-05;2021-10;2023-01,0.3574475609728708,-20.030261416187983,5.975902707493959,-3.3518386085953913,0.0009225756964288401,4.133166854661914,0.951502905832204,4.343829986569469,2.0116068627951122e-05,,,,,-0.00014215704586129085,0.00030714332559813055,-0.4628361875826355,0.6438704194058351,,,,,-3.077734237288965e-05,4.52134725029704e-05,-0.6807117584447349,0.49666198196013767
WTI_YoY,interaction,interaction_selected_p10,4,WTI_YoY_t = alpha + GM2_YoY_lag + CI_zscore + CI_monthly_change + GM2_x_CI_zscore,263,211,52,0.40951808821455227,0.39863155780733484,25.236147699181693,21.632247354211934,0.18903499433474358,14,2008-09;2008-10;2008-11;2008-12;2009-01;2009-02;2009-04;2015-07;2017-02;2020-04;2021-01;2021-03;2021-04;2021-05,0.26531668550159054,-10.653680115597684,6.343102607277159,-1.679569254228237,0.09425165268245639,3.921445288718399,0.9200480887124488,4.262217743646663,2.840548410909527e-05,-2.3954791418838646,0.5148069166536444,-4.653160368269707,5.229841852250061e-06,-0.00015188944519772818,0.0002317835318836913,-0.6553073204266562,0.5128537749893303,-0.9726834629883396,0.3160319544969994,-3.077800991790452,0.0023102037426547817,,,,
WTI_YoY,interaction,interaction_full,5,WTI_YoY_t = alpha + GM2_YoY_lag + CI_zscore + CI_monthly_change + GM2_x_CI_zscore + GM2_x_CI_monthly_change,262,210,52,0.3873564442430709,0.38186714128870236,25.466278924395382,20.898378066609034,0.17417699659427355,13,2008-09;2008-10;2008-11;2008-12;2009-01;2009-02;2009-05;2015-08;2017-02;2020-04;2021-03;2021-04;2021-05,0.24957899643101222,-8.793290790027083,6.627263854323175,-1.326835777677833,0.18574528764493348,3.6778942542503468,1.0035120279877103,3.6650225923304913,0.00030063793604950817,-2.6737563527517456,0.5695567394890563,-4.694451258974384,4.360448377704884e-06,-0.00016351311163309568,0.0002870009820661624,-0.5697301467609646,0.5693603435989094,-0.9188445970359405,0.29982995867769696,-3.064552325218625,0.0024130577245515816,-3.9587902844751e-06,4.5310103420889337e-05,-0.0873710273336074,0.9304449009047404
WTI_YoY,interaction,interaction_zscore,5,WTI_YoY_t = alpha + GM2_YoY_lag + CI_zscore + GM2_x_CI_zscore,262,210,52,0.38347472899839163,0.37881101192301403,25.4584676696239,20.808264685225232,0.1746835271779772,15,2005-08;2008-09;2008-10;2008-11;2008-12;2009-01;2009-02;2009-03;2009-05;2015-08;2017-01;2017-02;2021-03;2021-04;2021-05,0.28141753722180357,-8.758280683736189,6.609234446203903,-1.3251581185422492,0.18629106454353517,3.699415922810358,0.9683114311319412,3.820481514388194,0.0001669432677369187,-2.7295253547252747,0.5574307697994244,-4.896617665557674,1.7214782948027363e-06,,,,,-0.9623548156070119,0.29242424138536766,-3.2909543034046362,0.0011377738807010207,,,,
WTI_YoY,interaction,interaction_change,5,WTI_YoY_t = alpha + GM2_YoY_lag + CI_monthly_change + GM2_x_CI_monthly_change,262,210,52,0.2810199793515994,0.27845919382253503,25.97942888425179,21.287291128910365,0.1405607331037647,13,2008-10;2008-11;2008-12;2009-01;2009-02;2009-06;2017-02;2020-04;2021-01;2021-03;2021-04;2021-05;2021-10,0.3285771010147963,-18.823758043220234,6.188254703366106,-3.0418525005089134,0.0025937434782004054,3.980027371299146,1.0294848018215053,3.86603800683326,0.00014005911665138093,,,,,-0.00023996059306141682,0.0003146945677682499,-0.7625190188796989,0.44644686503455655,,,,,-2.6279508057669432e-05,4.930135605590299e-05,-0.5330382399192225,0.594465948602602
