target,family,model,lag_months,formula,n_obs,n_train,n_test,train_r2,full_r2,test_rmse,test_mae,test_r2,high_leverage_month_count,high_leverage_months,max_cooks_distance,coef_intercept,hac_se_intercept,t_intercept,p_intercept,coef_CI_zscore,hac_se_CI_zscore,t_CI_zscore,p_CI_zscore,coef_CI_monthly_change,hac_se_CI_monthly_change,t_CI_monthly_change,p_CI_monthly_change,coef_inventory_deficit_dummy,hac_se_inventory_deficit_dummy,t_inventory_deficit_dummy,p_inventory_deficit_dummy,coef_inventory_surplus_dummy,hac_se_inventory_surplus_dummy,t_inventory_surplus_dummy,p_inventory_surplus_dummy,coef_financial_crisis_2008_2009,hac_se_financial_crisis_2008_2009,t_financial_crisis_2008_2009,p_financial_crisis_2008_2009,coef_shale_regime_2014_2017,hac_se_shale_regime_2014_2017,t_shale_regime_2014_2017,p_shale_regime_2014_2017,coef_covid_2020_2021,hac_se_covid_2020_2021,t_covid_2020_2021,p_covid_2020_2021,coef_war_spr_2022_2023,hac_se_war_spr_2022_2023,t_war_spr_2022_2023,p_war_spr_2022_2023,oil_target,residual_target,step_a_gm2_lag,residual_rolling_rmse,residual_rolling_mae,residual_directional_accuracy,residual_sign_accuracy,residual_explained_variance,decision
WTI_GM2_path_residual,third_stage_residual,two_step_ci_regime_residual,5,WTI_GM2_path_residual_t = alpha + CI_zscore + CI_monthly_change + inventory_deficit_dummy + inventory_surplus_dummy + financial_crisis_2008_2009 + shale_regime_2014_2017 + covid_2020_2021 + war_spr_2022_2023,202,162,40,0.1751771287368754,0.14843722270289816,31.61770754816634,25.77148374953695,-0.8637253536923026,9,2009-09;2009-10;2009-12;2015-08;2017-02;2020-04;2021-03;2021-04;2021-10,0.7236015803476865,4.430885227827892,4.972533246929664,0.8910720165750088,0.3740000325790982,-2.5510718597645314,0.9496869581536227,-2.686223958181246,0.007856455741007462,-0.00022276054676106938,0.00021978546768507435,-1.013536286576772,0.31207299949638845,-12.897163710343824,9.756274874103974,-1.321935254671503,0.18775437311739895,-1.6701349987279055,7.737475769710255,-0.21585011035071028,0.829332537827749,4.1337143970043035,16.96747854145821,0.24362573301059534,0.8077794598995616,5.335078267246541,9.945563702394486,0.5364279418332086,0.5922805854145914,-6.028045316843645,17.523329413987565,-0.34400114124613257,0.7312199245805173,25.14181740072484,8.750780240642904,2.873094365226308,0.004519874575285243,WTI_YoY,WTI_GM2_path_residual,5,32.640598411997104,21.119018804482543,0.5177304964539007,0.6830985915492958,0.14843722270289816,market-state diagnostic
Brent_GM2_path_residual,third_stage_residual,two_step_ci_regime_residual,5,Brent_GM2_path_residual_t = alpha + CI_zscore + CI_monthly_change + inventory_deficit_dummy + inventory_surplus_dummy + financial_crisis_2008_2009 + shale_regime_2014_2017 + covid_2020_2021 + war_spr_2022_2023,202,162,40,0.17792684782698853,0.1352236884387975,34.58029308357254,28.61851077872592,-1.3640179753784865,11,2009-09;2009-10;2009-11;2009-12;2015-08;2017-02;2020-04;2021-03;2021-04;2021-05;2021-10,0.6012257485379121,6.172064078294147,4.849651795159544,1.272681903565635,0.20466196130203174,-2.1747467556045783,1.0192771046869071,-2.133616801166743,0.034136718964014934,-0.0002489300653207849,0.0002204872736404193,-1.1289996978544503,0.26029930562708703,-12.20628447026736,9.963125141605778,-1.2251461561286832,0.22201323221222813,-4.1218162663820515,8.346204245256216,-0.4938551879706028,0.6219700152433776,7.156301052868953,18.677434948592236,0.3831522407956956,0.7020285709304117,5.694443549710731,11.544846152685555,0.49324551184132437,0.6223998888978897,-10.570926881285663,17.93080422694777,-0.5895400310823132,0.5561885614402726,22.898320526111537,9.345404206001412,2.450222592983912,0.01516798985621537,Brent_YoY,Brent_GM2_path_residual,5,33.20119137439726,22.601126127054368,0.5035460992907801,0.7464788732394366,0.1352236884387975,market-state diagnostic
