target,model,lag_months,window_months,n_predictions,rolling_rmse,rolling_mae,rolling_r2,directional_accuracy,sign_accuracy,target_family,baseline_gm2_rmse_same_lag,baseline_gm2_mae_same_lag,rmse_improvement_vs_same_lag_gm2,mae_improvement_vs_same_lag_gm2
Brent_GM2_path_residual,ci_diagnostic,9,60,142,36.615228215181865,26.87207845088751,-0.0866765656974271,0.5106382978723404,0.5704225352112676,gm2_path_residual,37.03839093835011,28.018159513775608,0.01142497588171676,0.04090493746830896
Brent_GM2_path_residual,gm2_plus_ci,9,60,142,36.618517130001486,26.39045571702273,-0.08687179305771431,0.5106382978723404,0.5774647887323944,gm2_path_residual,37.03839093835011,28.018159513775608,0.011336178427607731,0.05809460096594106
Brent_GM2_path_residual,gm2_only,10,60,142,36.87502755434807,28.157504346184986,-0.10215206292423029,0.46808510638297873,0.4507042253521127,gm2_path_residual,36.87502755434807,28.157504346184986,0.0,0.0
Brent_GM2_path_residual,ci_diagnostic,10,60,142,36.615228215181865,26.87207845088751,-0.0866765656974271,0.5106382978723404,0.5704225352112676,gm2_path_residual,36.87502755434807,28.157504346184986,0.007045400543316294,0.0456512721970559
Brent_GM2_path_residual,gm2_plus_ci,10,60,142,36.39859064469949,26.558824112991775,-0.0738557501673518,0.5390070921985816,0.5563380281690141,gm2_path_residual,36.87502755434807,28.157504346184986,0.012920313318990462,0.05677634685013599
Brent_GM2_path_residual,gm2_only,11,60,142,36.6215159049842,27.972268498621204,-0.08704981323182559,0.4397163120567376,0.44366197183098594,gm2_path_residual,36.6215159049842,27.972268498621204,0.0,0.0
Brent_GM2_path_residual,ci_diagnostic,11,60,142,36.615228215181865,26.87207845088751,-0.0866765656974271,0.5106382978723404,0.5704225352112676,gm2_path_residual,36.6215159049842,27.972268498621204,0.0001716938703096936,0.03933145600214455
Brent_GM2_path_residual,gm2_plus_ci,11,60,142,36.12133888692694,26.37151056704855,-0.057558719135004655,0.49645390070921985,0.5492957746478874,gm2_path_residual,36.6215159049842,27.972268498621204,0.013658009661724122,0.057226603972129
Brent_GM2_path_residual,gm2_only,12,60,142,36.279923515582674,27.51917934770156,-0.0668651689367794,0.475177304964539,0.4647887323943662,gm2_path_residual,36.279923515582674,27.51917934770156,0.0,0.0
Brent_GM2_path_residual,ci_diagnostic,12,60,142,36.615228215181865,26.87207845088751,-0.0866765656974271,0.5106382978723404,0.5704225352112676,gm2_path_residual,36.279923515582674,27.51917934770156,-0.009242155636165391,0.02351454193593515
