target,model,lag_months,n_train,n_test,train_r2,test_r2,test_rmse,coef_intercept,coef_GM2_YoY_lag,p_GM2_YoY_lag,coef_CI_zscore,p_CI_zscore,coef_CI_monthly_change,p_CI_monthly_change,max_abs_t
Brent_YoY,a_gm2,6,209,52,0.20443632206610596,0.23042816897202179,25.67541084131059,-19.42566352639158,3.8785719739179774,6.313394251833415e-12,,,,,7.293344516528426
Brent_YoY,c_gm2_inventory,6,209,52,0.28026527410203794,0.2688188171831958,25.026800022276326,-4.941052177430683,2.8774243725097466,8.819126167125546e-07,-3.387127066084431,0.00021967976218739693,-0.0005065910671695484,0.01718768534505255,5.071331632890128
Brent_YoY,a_gm2,7,208,52,0.1609402849424677,0.30207101682107906,24.4511019918577,-15.933374134727341,3.430288899748808,1.9121919603293236e-09,,,,,6.285930254779057
Brent_YoY,c_gm2_inventory,7,208,52,0.2546725590352298,0.23751350047616338,25.556942718250813,-0.7437589729519236,2.4264317823122203,2.925411526910615e-05,-3.7560544808030545,4.6253815115804287e-05,-0.0005308471375693458,0.014082809642815386,4.275689006247831
Brent_YoY,a_gm2,8,208,51,0.1203662008318902,0.36190431337595175,22.025211235440782,-12.063309919473152,2.978697700990778,2.839273978150203e-07,,,,,5.309271476043743
Brent_YoY,c_gm2_inventory,8,208,51,0.2351047159858043,0.09267682100469155,26.26383738060794,4.123255283635748,1.9472885319146322,0.0007257163433491698,-4.2287683250344354,4.899563664784168e-06,-0.0005364968417194138,0.014912606102422732,4.6944629995091
Brent_YoY,a_gm2,9,207,51,0.08818383218937487,0.38301318281019414,21.657838963921407,-8.592040093397395,2.5529366598037333,1.3926191065882776e-05,,,,,4.452641914792791
Brent_YoY,c_gm2_inventory,9,207,51,0.219728667544127,-0.0027834786322584737,27.610912703268323,7.828479232416315,1.560998254720575,0.006352647078397666,-4.548360826811011,9.029687586536994e-07,-0.0005335459287498789,0.016709217807889365,5.067840219671114
Brent_YoY,a_gm2,10,206,51,0.06694154529473495,0.3678829855664737,21.921785194889218,-6.015039896449434,2.2310464678976953,0.00017332220890531325,,,,,3.8256789753320204
Brent_YoY,c_gm2_inventory,10,206,51,0.21135490380252941,-0.07907831535207954,28.64202110593697,10.083097027117658,1.3215278984460848,0.02005689962370849,-4.752681016387072,2.5307088513670806e-07,-0.0005302796561168499,0.01812175107641245,5.336704833797691
